Age_Group,Gender,Run_Time,Run_Points,HAMR_Shuttles,HAMR_Points,Pushups,Pushup_Points,HandReleasePushups,HandReleasePushup_Points,Situps,Situp_Points,CrossLegCrunch,CrossLegCrunch_Points,Plank_Time,Plank_Points
55-59,Male,,,,,12,10.5,15,12.3,22,12.9,23,12.5,,
55-59,Male,,,,,11,9.8,14,12.0,21,12.8,22,12.2,,
55-59,Male,,,,,10,9.0,13,11.7,20,12.6,21,11.9,,
55-59,Male,,,,,9,8.6,12,11.4,19,12.5,20,11.7,,
55-59,Male,,,,,8,8.0,11,11.1,18,12.3,19,11.4,,
55-59,Male,,,,,7,7.5,10,10.8,17,12.0,18,11.1,,
55-59,Male,,,,,6,5.3,9,10.5,16,11.7,17,10.8,,
55-59,Male,,,,,5,3.0,8,10.2,15,11.3,16,10.6,,
55-59,Male,,,,,4,0.8,7,9.9,14,11.0,15,10.3,,
55-59,Male,,,,,6,9.6,13,10.5,14,10.0,,,,
55-59,Male,,,,,5,9.3,12,9.8,13,9.8,,,,
55-59,Male,,,,,4,9.0,12,9.5,,,,,,
55-59,Male,,,,,3,8.7,10,6.8,11,9.2,,,,
55-59,Male,,,,,2,8.4,9,4.5,10,8.9,,,,
55-59,Male,,,,,1,7.5,8,2.3,9,8.6,,,,
55-59,Male,,,,,8,8.3,,,,,,,,
55-59,Male,,,,,7,8.0,,,,,,,,
55-59,Male,,,,,6,7.8,,,,,,,,
55-59,Male,,,,,5,7.5,,,,,,,,
